Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
ACTA1	12037.6	11537.6	25011.6	13310.2		20297.2	10761.5	11928.4	23437.4	28601	23426.2	18085.6	22985.7	12057.1			30892.7	22717.4	20610.5	5254.38	47340.2	5833.79	2490.6	24853.5
ACTA1;ACTA2	54803.3	147128	108824	161453	3287.22	6951.21	1483.94	3863.12	70312.1	105178	22218.2	35078.7	54334.9	99587.6	20122	88553	42712.7	66697.3	32186.2	56895.3	14479.2	36011.4	30111.9	79383.6
ACTA2	738.407	1032.77	8071.67	324.586	107.509	203.521		7.96569	2519.13	3094.95	131.171	413.526	154.58	676.721	586.723	144.368	1191.36		273.083	285.08	56.766	1803.29	161.745	2995.05
ACTB	1.45812e+06	1.36446e+06	1.92254e+06	1.08306e+06	1.84687e+06	1.48447e+06	1.27634e+06	1.12208e+06	2.07452e+06	1.6124e+06	1.69319e+06	1.90447e+06	1.49729e+06	989792	1.41772e+06	2.0119e+06	1.50685e+06	1.34004e+06	1.6067e+06	1.15567e+06	1.5497e+06	1.49806e+06	1.12012e+06	1.44425e+06
ACTB;ACTG1	337730	308747	572041	229266	808557	467249	311167	350661	730199	650323	884443	524258	633219	363922	825218	841908	795010	491203	542311	408343	898771	329016	637664	579580
ACTBL2	85176	101161	123513	86873.2	98261.1	79865.4	62803.4	76375	114565	115864	85112.4	108922	71404.7	90226.4	65741.1	98708.2	64147.7	78477	60110.5	71263.8	67014.9	76147.5	89569.9	86008.5
ACTBL2;ACTG2	1.21408e+06	689751	1.3457e+06	713621	1.34399e+06	1.17361e+06	867262	892749	1.21109e+06	948426	1.46687e+06	1.31474e+06	1.03678e+06	700686	816031	1.06522e+06	890726	926796	1.10471e+06	944168	1.09881e+06	771814	912188	1.11672e+06
ACTBL2;ACTG2;POTEF	37744.5	30706.1	68300.9	19950.7	97739.9	40524.7	33977.4	23501	83107	90647.7	60339.1	38004	44544.5	35246	39969.4	99644.9	53155.2	47460.3	48371.2	37799.1	50692.2	58186.7	62372.1	53917.2
ACTG1	852927	742131	1.02364e+06	630664	1.05166e+06	853147	889285	850820	1.33432e+06	871962	746745	1.24023e+06	310265	390116	352538	804567	491470	705618	797386	483478	639949	541263	114865	484118
ACTG2	476279	389278	803754	384536	302629	249571	183231	166693	783994	770738	578669	477277	615867	460007	440799	923880	480526	467556	476549	513335	402891	386762	548522	840891
ACTG2;POTEF;POTEI	1.91214e+06	663750	2.22571e+06	315512	2.62344e+06	1.16123e+06	1.37209e+06	908170	2.26158e+06	1.46953e+06	2.03191e+06	1.73252e+06	3.22661e+06	1.14704e+06	3.66147e+06	1.8766e+06	1.7862e+06	905628	1.3701e+06	1.18559e+06	3.64156e+06	1.65953e+06	2.17363e+06	2.19943e+06
ACTL6A	19322.5	9416.65	18199.3	12582.3	21754.5	22133.3	21071.3	20946.6	17784.3	11145.2	17001.3	15451.2	14097	14410.8	5583.66	4865.15	8192.72	9552.15	8702.24	6370.19	16258.9	15466.2	21010.7	16113.8
ACTN1	400215	380076	484715	365690	217682	305486	189034	240405	435915	433325	347493	386288	190542	398944	190665	445366	221841	464905	272276	431191	176521	274155	307344	351060
ACTN1;ACTN2	34583.7	31659.3	49536.8	37107.5	24254.6	21732.6	20453.7	15987.8	36023.3	53764.7	38895.5	31025.9	34164.6	40651.2	27844.3	46518.3	23703.8	47344.9	23764.8	39895.1	27530.6	19731.8	26203.8	36000
ACTN2	2819.07	1915.29	1719.88	2166.92	2337.41	5662.05	3123.3	3282.5	3081.65	5117.7	22807.4	4446.65	6108.81	2679.98	3947.76	6342.59	5813.18	7377.65	4347.24	5711.17	5133.23	721.927	1739.91	2996.03
ACTN4	784882	723718	880024	687419	669085	745989	770343	795857	831010	780020	633419	834106	392981	658418	323314	821113	353163	767670	411810	721021	359520	472344	561677	612429
ACTR10	7877.94	8868.65	7802.31	7362.63	8325.44	9272.14	5929.4	7701.53	8192.2	11801.9	9686.25	9007.01	7385.24	9671.22	7851.58	9839.67	8066.96	8742.79	8561.86	8549.55	7221.37	8607.1	7911.14	9684.24
ACTR1A	34353.5	36337.4	38137.9	35714.3	39621.7	32928.1	24403.4	27638.5	34751.7	41914.4	32014.2	43913.3	18775.5	29084.6	31491.8	40243.3	36475.2	37730.2	34688	33829.2	22634.7	27734.3	25021.4	26496.3
ACTR1A;ACTR1B	74036.1	61906	85159.5	64476.8	66864	81077.6	59151.5	59182.9	76461.7	77546.5	74993.7	78720.4	69158	84874.8	60325.9	82487	56447.3	81124.9	70616.2	76858.4	57405.2	74151.2	58156.8	54615.7
ACTR1B	16850.6	21682.4	27592	24456.3	22389.9	22598.1	20742.9	20679.2	22443	23007.5	24203.5	23280.1	18123.3	24896.2	20793.6	26678.8	23396.8	30186.5	22722.7	20447.2	15640.2	20759.2	15462.6	16760.9
ACTR2	91124.9	79090.6	93403.6	73206.2	64135.3	96818.7	68189.8	80592.3	88848.9	96160.2	88859.6	109368	59952.9	89201.2	51568.6	71510.5	58744.6	79314.6	76367.9	82246.2	49241.5	86127.3	59458	84476.3
ACTR3	87065.9	95825.4	108556	71100.2	86685.5	105691	64116.4	87254.2	118392	135497	99459.5	114840	100416	104948	93298.3	117956	117586	109789	88035.4	101499	97104.4	96205.2	85598.1	108333
ACTR5	270.824	151.733	497.254	126.026	856.867	334.928	531.529	520.342	455.163	567.811	459.047	477.006	125.405	167.396		197.519		223.06	134.161	12.1176	214.3	519.72	99.3927	351.191
ACTR6	760.248	440.952	262.026	583.212	1316.81	601.722	589.057	1082.83	521.724	546.071	879.74	551.007	188.567	426.649				278.285	341.161	117.186	657.772	498.704	931.217	484.793
ACVR1	5462.81	2439.1	4427.94	2662.44	6837.05	3863.28	3938.58	5478.9	3599.12	3764.41	6035.7	2485.55	7905.96	2451.2	5126.05	1528.88	2199.97	2851.2	3581.21	3080.62	6427.63		7850.63	4871.23
ACY1	11839.4	8408.12	11281.3	8496.42	9550.18	9262.24	8412.41	11136.8	12639.2	8247.53	11222.7	10506.7	8985.6	8266.87	10124.7	13768.2	9367.89	10779.3	10311.1	11372.4	8941.29	9276.18	9558.71	12040.5
ACYP1	2654.6	3232.61	3840.35	3226.81	3226.5	3583.48	1750.22	2424.29	2716.96	3719.36	4414.93	3866.71	1902.23	3630.08	2414.35	4589.89	2466.54	4433.53	2547.5	3013.14	2274.98	2165.18	2408.72	2450.37
ACYP2	3431.36	4774.49	4984.11	3201.15	2213.99	3306.11	1746.98	2902.1	3357.41	6255.16	4458.93	3540.47	3814.02	6153.94	4585.22	6255.9	4037.66	5316.08	3979.27	6441.16	2632.85	3273.57	4512.31	6916.54
ADA	5749.16	2661.97	22782.7	8985.46	7582.56	5636.84	3567.81	3964.25	8978.15	6097.55	5854.72	3274.43	2544.94	2917.56	2192.09	4895.29	4104.58	5757.8	3897.21	4622.54	1981.54	1963.24	4347.14	3136.87
ADAM10	9044.31	14098.3	11807.6	10162.7	15923.7	19993.4	11248.3	10526.6	11546.5	12979.5	14787	14045.2	15560.9	8726.87	11249.5	4047.76	7604.45	9150.17	12226.1	10007.6	10564.2	13795.6	17193.8	10539.9
ADAM12	6468.45	636.759	4718.22		3269.65	838.396	2178.6	592.141	6170.67	286.22	4488.21	485.356	1458.11		1016.73		454.46		1185.07		1379.25		2490.38	
ADAM15	1273.61	701.139	1119.96	1036.54	1355.18	1027.98	1616.62	1139.25	914.567	948.437	2052.59	1184.17	994.756	1134.78	535.949	933.191	288.407	724.271	766.941	1355.73	457.564	599.959	820.699	1027.06
ADAM17	3880.93	4714.98	2890.1	3104.65	6272.72	5064.09	5519.95	6881.88	4010.15	5953.88	6349.79	7718.02	7798.93	5110.11	4828.69	5537.54	5120.81	5611.88	4368.57	5053.55	6710.03	4632.85	7982.94	7660.28
ADAM9	5535.79	15537.6	7168.61	10475.4	11595.7	21243.6	6840.11	17251.5	8387.91	12028.9	10311.8	9039.37	8407.06	7924.82	10295.3	3736.31	8347.95	5414.06	16876.5	5903.75	12974.7	12451.8	10608.9	10765.2
ADAMTS1	1669.85	441.023	1196.22	731.875	3911.66	1403.88	1897.11	2712.29	4869.78	918.894	2117.23	1660.62	9126.89	5109.68	4848.37	1326.09	5591.44	2113.82	8426.59	1638.29	9176.66	6737.82	11462.8	8921.53
ADAMTS13					932.755										2261.94	2510.89	3008.54		1280.65					
ADAMTS2	7476.14	6298.52	7059.15	4217.33	1747.76	3213.89	947.904	1275.16	7418.33	6730.84	2109.15	3544.55	845.848	545.979	680.412		709.115	593.563	1055.57		985.078	990.579	812.612	997.224
ADAMTS2;ADAMTS3	480.767	1332.79	1726.43		2496.88	1172.38			2603.27	3312.67						326.894								
ADAMTSL1	941.685				2404.8	1415.78	1672.99	452.354	191.375	310.542	910.857	892.779	2417.77	1822.31	956.485	1167.27	1536.42	864.349	1676.49	895.05	3667.79	3489.24	2550.11	1884.53
ADAMTSL4	852.163	857.539			1948.01	3414.58	572.585	1825.49	744.652	1646.69	1960.7	3257.49	2543.73	6545.93	947.823	3646.13	2233.53	1609.84	7328.6	3436.7	826.709	14927.8	2820.73	23871.5
ADAR	7943.94	6046.55	8600.07	5570.62	9567.94	9787.43	10448.5	8228.1	8931.12	8019.68	9081.74	7312.52	6659.99	6792.23	1393.52	844.517	1961.48	648.993	701.794	1990.64	7194.32	7651.34	9180.74	8763.36
ADARB1	877.916	1385.11		2382.87		3331.21	515.663	3083.23	1114.71	2703.75	2875.59	3937.6	1939.23	1363.54							849.459	1264.96	596.401	2018.12
ADAT2	260.001	474.675	573.362	495.428	328.463	734.686	299.581	601.783	337.001		422.61	608.99	197.612		257.887			467.624	237.254	165.124	217.663	132.841	398.248	434.125
ADCY3	343.723	613.368	555.319	917.856	296.688	469.981	646.907	1440.4	289.349	545.194	1059.51	758.706	355.478								280.15	393.724		188.373
ADCY6		589.718	418.366	719.081		411.237		700.411	372.945	283.791	1194.77	1282.01	811.575	214.178	609.939			772.533	996.221	936.138	549.014	730.68	709.57	1016.67
ADCY7	318.965	1214.36		987.353		935.363	943.392	1278.27	234.86	620.253	1915.53	298.198			2568.71		1462.12			1501.66	1907.89	1234.57		1327.61
ADCY9	726.142	754.286	1167.48	886.422	678.673	899.032	1367.93	888.572	931.003	653.475	1371.6	817.386	281.382	912.952	226.199	292.407	387.502	1168.48	704.637	896.816	452.082	1113.75	713.538	1094.27
ADD1	47955.3	33824.8	58348.4	32228.6	39423.8	39151.8	32287.1	37692.7	63693.9	48926.4	56144.9	47636.8	36149.2	45239.5	18729.4	10233.2	19187.3	15503.5	30268.9	20758.9	31075.4	54342.1	41146.5	48768.2
ADD2	7290.39	6720.94	8644.83	13384.4	4727.5	6524.35	9348.55	6627.57	5922.62	9007.96	8385.5	7022.18	15077.3	4215.98	14502.9		7498.59		5660.98	7717.58	12557.2	6895.23	5642.45	9805.25
ADD3	16098	11145.8	18761.8	10979.2	14235	12243.9	10380.1	10306.8	20873.6	13244.6	18003.3	13810	11403	13507.6	8797.11	3866.25	7179.09	4433.33	8796.13	5907.73	12009.8	15125.9	12462.4	17064.6
ADGB		4105.93		3686.05			3181.68			6136.86	2357.22			1948.38			4179.53	1886.22				4683.71	592.745	
ADGRA2	969.312	557.258	657.92	626.47	1394.19	2003.77	1516.79	1228.05	995.655	896.026	1176.89	900.056	657.363	728.56	130.261		225.722				472.825	918.23	624.21	1276.04
ADGRE5	6610.9	7494.01	9647.79	8216.99	12638.2	8482.66	4181.82	3947.49	11847.6	13718.8	13569	11665.1	15215.6	9950.66	12036.6	12839.9	7683.37	5736.35	10787.9	6067.99	11594.7	8854.89	12577.8	13505.3
ADGRG1									530.545				1398.72								1386.63		2663.53	
ADGRL2	1679.86	1397.91	2428.87	1239.36	277.248	1499.69	529.967		2238.14	1232.15	1166.14	960.994	543.291	647.881	514.671		1443.85		569.587		627.245	499.116	627.183	964.419
ADGRL4	668.072		1357.15						495.548					379.453		314.451	584.805				567.285	634.239	528.494	
ADH1B	23302.2	9287.59	5640.39	16141.9	1139.46	26432.4	5153.89	135294		3433.77		11372.7	3674	102181	2499.28	17855.9	2212.52	35619.7	4302.05	10678.7	8192.04	21550.7	8018.8	77929.2
ADH1B;ADH4		2191.92	1576.23	2164.14	1534.1	15255.8	1612.96	68670.1		10788.2	593.143	1896.83	4257.2	68048.2	573.882	15247.4	2463.84	19516.6	21823.1	5537.6	3948.04	13524.7	7894.21	74486.7
ADH5	77500.4	89320	88359	88202.8	95579.8	148872	82304.9	151855	78729.1	123266	86318.8	136241	101541	144312	82587.6	139264	72820.5	160752	93464.8	128418	77860.4	135299	62242.9	73755.5
ADH7					6330.39		1899.47	158.607				3976.47												
ADI1	15935.9	16997	18718.2	17674.1	37599.6	18687	27600.4	21360.2	16466.5	15626.1	17069.9	18085.8	16994.8	15731.1	11692.3	6997.63	15963.8	12102.3	15679.8	18797.6	16222.4	32553.8	17592.7	28031.3
ADIRF	7862.73	4219.21	25077.9	11235	29670.9	8031.35	49939.1	13548.4	12664.8	4820.94	44823.4	12224.4	13840.4	14235	9755.38	5647.23	16714.9	8821.36	15824.3	8572.24	33628.9	25756.5	16227.1	9042.97
ADK	12136.7	13922.5	13432.8	14062.5	18758.5	19215.2	12166.7	17092.4	14141.8	16273.2	13631.1	24721.6	13745.7	17452.4	9616.14	20261.4	16172.3	20711.1	20918.8	22373.6	15915.4	21100.1	18881.2	20704.1
ADNP	3277.38	1056.94	2612.74	3494.55	3200.43	2654.93	2859.16	2992.51	3287.08	1354.18	3094.88	2116.47	3099.32	582.186	768.871		773.712				2921.91	2747.62	3586.69	4021.61
ADO	3972.39	4550.17	2773.35	4408.27	3851.56	3884.95	3300.81	2723.2	3849.41	5127.42	3264.52	3437.46	2238	4379.51	1062.3	2443.63	1648.56	5246.82	2604.87	3015.69	1866.78	2677.63	2997.24	2858.9
ADPGK	9992.87	12266	9816.84	10546.6	7912.8	12145.4	11096.9	11685	11128.8	9738.17	11984	13626.5	8641.13	14353.4	7883.31	10965.3	9461.86	12049.3	12302	10436.7	8255.1	13076.4	10032.1	10812.3
ADPRH	2789.86	2104.68	2475.14	2686.12	1590.3	1329.66	1619.48	2164.19	2017.48	1770.56	1614.56	2628.5	973.478	914.325	1834.39	1142.2	910.619	1316.57	2056.9	1979.07	687.565	1164.13	534.511	1180.12
ADPRS	64410.1	70759.3	76772.4	57571.6	70890.1	57041.1	54207.8	60241.4	81565.8	83247	75123.5	57997.3	56550.9	91307.8	76691.6	128198	83037.2	108937	70410.4	99037.6	57309.4	59576.5	81638.7	67227.9
ADRA2A					228.263	658.909	777.808	522.648					2552.47	2942.85	4087.7	5192.14	3953.2	3343.42	3407.41	7671.71	464.277	4442.77	4675.56	19363.6
ADRM1	15123.2	13239	14233.2	15828.7	15133	8820.26	12056.1	12020.3	13677.1	8124.32	10231	8227.78	9535.03	12087.5	13336.9	8774.4	9489.03	10665.8	9481.03	7969.5	14550.5	11158.2	13132.4	7236.86
ADSL	24283	22646	23746	24359.4	17006.6	24639.8	18178.1	21770.1	23600.6	18609.5	23439.3	26248.4	17196	20614.1	10010.5	16678.5	10391.6	15619	20753.5	20987.5	14096.4	19322.7	18741.6	21312.9
ADSS2	24416.8	22260.3	29016.3	23840.9	25845.5	27589.1	28548.8	28019.3	30602.3	24806	23627.6	28522	19917.6	20293.4	19972.3	17884.8	26786.8	22853.6	31354	27148.1	26723.2	26797.7	27155.1	20740.2
AEBP1	2455.91	1249.98	1579.58		3849.96	4320.61	3817.27	1682.22	2380.47	2565.2	4027.78	2985.87	6967.9		5123.56		1588.97				809.138	7842.53		1596.64
AEBP1;CPXM2					2151.16					1794.24	932.276		1663.28		2373.11		2471.23				7714.93	3129.98	3570.39	3457.28
AFAP1	4057.75	2260.46	3265.54	2121.44	1390.89	1197.44	1761.01	716.065	3824.53	2680.79	4219.62	1930.25	3325.6	393.661	1523.71	282.292	3000.82	150.573	5021.48	1808.02	2615.49	2267.87	3769.79	3530.64
AFAP1;AFAP1L1	1607.84		1094.79						2130.54		3413.57		6823.47		2446.02		2399.27		2435.22	1950.08	5013.34	4992.9	3802.95	3763.72
AFAP1L1				346.085	1097.7	1404.62		877.332	698.464	783.309	1251.97	1643.84				222.872			439.898		1015.18	1367.91		1732.09
AFDN	935.79	1305.21	1016.28	870.594	1414.36	1477.05	1757.61	1396.6	1568.3	1350.47	1341.13	1431.48	903.485	887.675	859.888	2006.92	777.561	1222.07	1561.37	1430.61	1202.9	939.267	1265.68	1068.72
AFF4	1194.34	323.213	716.557	382.497	2105.82	1017.62	1486.43	958.482	1393.59	486.883	2039.9	1158.56	1032.5		129.601						1296.79	569.477	1137.59	1557.22
AFG1L		1248.32	483.518	1265.83	339.756	367.128	743.692	742.909	521.939	320.14	562.044	550.812	568.723	585.84	111.616	319.585	741.424	834.432	357.164	272.779	246.091	135.22		421.209
AFG3L2	6630.56	7744.81	8552.5	7500.52	7899.2	7783.58	7567.44	8753.68	8638.14	9494	7748.77	9494.6	7173.14	8195.02	5891.79	8381.35	7417.71	10217.5	6037.54	10611	8026.22	7638.22	6761.99	7502.91
AFM	2102.44		3235.09	5232.35	69295.5	2453.56	13429		8585.21		1377.21	5638.6	1789.59	900.428	65404.4	134302	82220.5	80119.5	52856.6	47751	2903.59	3369.76	4793.35	323.527
AFP	6491.45	2102.64	9026.18	4034.18	98117.2	9933.85	25100.5	1761.89	10877.1	2206.97	7837.86	21356.2	4940.5	1398.47	140709	197782	157698	100753	114333	63488.5	7538.94	5230.55	876.767	385.361
AFTPH	1317.97	819.806	1422.82	2007.15	320.296	501.501	1836.35	1558.63	1163.56	658.689	1619.26	1135.08	1027.78	1196.09	132.506		798.594	1687.86	1492.23	2109.22	188.258	1394.76	1103.23	581.356
AGA	1166.2	699.368	2403.99	2233.45	2301.88		1785.16	1364.55	1850.24	2689.26	1680.29	1259.77	4044.62	3039.29	1679.23	3434.53	2406.41	1610.99	1380.04	5694.47	1461.76	412.959	3651.44	3259.31
AGAP1	1548.63	1327.3	1160.01		1008.82	1915.52	725.338	1398.73	952.398	631.394	989.342	775.898	660.818	568.065	1015.27	744.94	1636.72	1253.64	1867.04	731.953	358.224	754.684	745.497	1120.39
AGAP1;AGAP3		13.6055	682.814		448.241	741.922	127.351		347.73	489.854	142.995		157.183	248.785	110.229		203.147		225.669		111.19	383.706	234.381	466.615
AGAP3	1805.46	1400.36	1386.7	963.923	459.704	2152.16	729.928	947.324	1347.65	1665.42	1245.84	1250.65	957.852	1969.9	535.608	569.568	1149.87	817.671	602.892	1243.81	1800.19	1380.91	1264.13	1477.66
AGBL1	1911.23	1394.57	2481.57	2474.64	1778.93	2321.99	1559.41	1322.48	1291.77	1013.15	1853.69		2736.83	2540.31	2338.35	2174.2	1817.03	2290.4	4860.14	3278.31	1000.2	2401.01	3036.12	1929.16
AGFG1	4152.68	2793.95	4012.41	4438.21	6319.67	4821.83	6864.33	5156.56	5060.98	3405.01	4612.92	4643.42	3792.13	5667.08	4129.23	5164.83	6752.86	6668.21	7007.28	7790.04	3307.82	5690.97	4324.45	6657.47
AGFG1;AGFG2		828.37	1766.87	1371.27	2657.22	1305.41	663.433	2180.21	1992.6	2426.2	1938.67	1407.62	2938.37	2081.89		4256.63	1898.07	2618	2695.92	2356.4	1421.7	1977.77	2140.94	3434.99
AGFG2	714.705	1936.49	562.866	1797.83	1193.19	2387.21	807.621	3282.98	740.182	1782.68	1181.15	1556.92	594.461	920.609	826.95	916.887	1120.46	1071.27	1311.56	1553.82	654.899	730.285	41.0069	1055.32
AGK	3912.7	4737.85	4785.86	3874.15	3875.61	5047.98	3849.91	4817.32	3700.49	4089.09	4162.51	4546.33	3776.98	5668.14	1871.35	3457.15	3016.54	3889.56	1955.98	4245.56	3119.18	4906.48	3282.42	4181.99
AGL	9689.15	13323.3	15639.5	23685.3	8080.48	13941	9789.49	18601.9	11100.1	21829	13605.8	17697	12123	18927.6	6153.57	10540.2	14079.1	22960.7	11825.6	21497.5	9302.17	17799.4	11128.6	17292
AGO1	946.969	1026.06	913.762	993.641	2397.1	836.273	1407.56	1158.58	1358.02	872.789	2045.34	853.157	1473.03	855.876	2248.2	650.487	1926.76	1830.6	2083.33	824.867	1438.45	946.457	1379	1721.32
AGO1;AGO3	11853.4	5698.18	12341.8	5804.07	11935.5	11132.8	11434.7	8319.11	14647.2	13281.3	14052.8	11923.8	13408.9	9799.22	10191	14034.9	15482.7	13934.4	13616.5	17834	9648.9	16582.1	15800	12447.7
AGO2	5813.93	4432.21	5600.66	5428.65	4282.06	5455.31	5280.67	6214.63	5239.07	6174.58	7123.95	5463.34	4970.24	6370.76	3516.18	4379.02	4486.03	3980.13	4590.46	4504.94	4117.71	5184.3	5281.27	5586.59
AGPAT1	2489.52	2739.14	2659.25	2431.17	1539.4	2032.46	2272.57	2844.79	2879.07	2780.17	3308.27	2869.26	2973.69	2476.1	3454.84	4816.6	7560	4077.11	5339.11	4108.22	2193.08	2351.2	2114.04	4502.93
AGPAT3	11893.5	6573.76	8290.25	12702.6	6262.66	12721.9	19253.7	12674.9	9140.9	10022.9	10690.2	13102.9	6919.54	15339.5	6720.33	11311.6	7437.91	14233	12680.5	15457.1	6316.12	11999.9	10407.8	7326.12
AGPAT5								2053.36		1168.23	1177.21		677.837	1152.4			985.047	772.521	1449.87	1323.07	1236.54	1690.29	966.378	1436.11
AGPS	14638.7	12847.8	13506.7	13987.7	13079.6	14003.1	14306.7	14034.7	13166.2	12752.3	12934.5	14493.1	9602.54	11539.4	7155.54	8634.61	6383.16	12406.5	11621.9	14565.7	10249.9	12861.1	11477.6	11883.1
AGRN			664.087		617.488		547.27		763.972	370.21		105.277	1038.07	192.235	1435.14	618.941	1854.66	87.5781	2599	1013.07	405.283	1095.75	2432.88	1437.49
AGT							1593.14	1197.54			2687.87	405.398												
AGTPBP1	3527.33	3489.2	2626.76	2377.89		2219.51	3708.89	3282.39	1703.33	1672.46	1824.7	3163.53	2592.44		1304.15	1102.7	1751.57	605.162	3301.98	1323.36	1685.31	1664.52	95.8303	3369.83
AGTRAP	2676.3	2468.75	3000.67	1867.91	1456.22	3152.84	2783.02	2933.95	1194.88	2506.19	1643.04	3473.34	2138	2765.21	3069.68	3352.26	785.115	3498.04	2206.59	6695.9	7102.38	928.891	2906.39	2011.84
AHCTF1	1511.07	1018.76	1275.1	3414.92	1852.01	1781.72	2809.26	4073.19	1834.33	1599.54	2825.14	1473.48	1809.12	1767.09		18743.9	15890.7		950.084		1052.77	1386.99	2919.9	1540.32
AHCY	79846.9	110049	74390.7	111630	56195.7	86644.6	44525.5	83132.1	82813.5	110774	69989.7	157724	52765.7	69771.3	69756.8	117086	78572.5	117974	128994	134030	59719.1	91715.4	74932.8	85543.4
AHCYL1	7737.8	5762.74	9159.18	5316.51	12598.2	7933.73	8222.99	8015.23	8116.55	8379.73	7801.86	9094.13	11428.9	1490.86	15270.8	4080.48	10996.1	3263.96	13587.3	4381.91	12166.5	12575	12677.5	10695.3
AHCYL1;AHCYL2	22609.7	18911.2	23683.8	22041.7	28044.3	25664.1	24264.8	21726.8	20569.5	21992	27938.7	21263	18189	3791.89	25803.4	3622.54	28034.4	2527.6	31678.1	10980.1	21966.8	28147.6	34291.8	30526.6
AHCYL2	2192.73	2062.43	3985.69	2903.88	2522.22	2349.57	5918.25	3744.4	2529.57	1564.42	2533.76	2739.52	2095.01	1312.72	1732.98	610.089	1616.14	1153.84	3803.05	1534.93	1951.95	3878.24	3397.99	3306.77
AHNAK	562573	613405	547410	442508	860278	809793	718537	813569	543001	676355	679743	709195	300067	387285	216431	107672	222932	85767.5	304180	125422	335292	840614	456555	336591
AHNAK2	8310.15	14421.4	7964.8	8831.86	58144.6	91294.7	59702.3	73474.5	19685	23388.3	48208.5	48056.7	39804.8	29620.4	41439.3	12699.3	26985.5	12380.2	48423.3	16872.8	62903.8	106395	53272.4	15298.4
AHR	1410.57	979.908	946.473	1116.9	1175.35	773.806	1571.23	1035.24	614.313	1074.99	1708.11	853.785	1953.14	912.216	2108.9	259.677	6077.4	1240.7	4166.78	1263.03	2390.39	2071.69	2908.43	3615.29
AHSA1	16401.7	17227.5	19511.7	14723.4	18967	14526.6	15148.1	17442.2	16910.6	13774.1	13856.7	19094.1	14884.7	14459.1	17024.4	15531.4	21597.8	18580.7	24104.6	18280.8	18617.5	14672.6	20083	15521.9
AHSG	66609.7	82323.2	156916	129459	805017	43689.1	302317	30738.9	125661	50192.7	55528.7	136216	49843.5	168374	809296	1.31002e+06	997547	788906	789035	625747	61976	63769.7	68070.1	52067.1
AIDA	10271.6	6382.42	12476.9	10266.5	10333.7	10163.6	9556	10387.5	10409.1	9006.63	12587.6	11516.3	9231.49	12677.1	5970.88	13681.9	8392.27	13279	8235.05	10527.8	7285.68	15632	11548.5	12100.1
AIFM1	14270.8	12719.1	20478.7	11205	19186.7	14905	11681.5	13740.4	16796.1	21089.3	16224.2	17580.8	17874.8	22704.5	17398.5	19369.2	16139.8	24672.3	13159	20456.8	19853.3	15928	15280	15583.2
AIFM2	3021.01	3125.61	3198.26	3886.28	2206.11	3683.78	1516.22	3240.79	3361.14	4963.81	4576.41	3502.76	2761.74	3696.09	1997.11	1408.43	516.61	2661.45	2356.99	2511.89	1787.29	2649.16	2076.97	2824.7
AIMP1	29700.2	27454.1	35684.1	20277.8	34211.2	31690.7	31652.4	27434.3	35775.5	34077.3	29771	31248.2	21808.4	39396.5	21346.2	34919.4	27923	48673.8	29254	41942.4	21211.6	23985.7	26360.9	22444.6
AIMP2	45544.2	29914.9	40691.9	22935.1	26157.9	41935.6	43627.7	35944	42819.6	47921.1	39609.2	42649.6	32711.9	48777.5	34860	37833.2	34176.3	59853.7	46488.2	52598.6	37104.2	38466.6	37643.4	43948.9
